,Name,Height,CO2,Pollution,Crown_height,Crown_width,Canopy,Leaf_area,Leaf_biomass,circoscrizione
2869,Aesculus hippocastanum,12.0,27.2,637.1,3.6,10.0,78.5,439.2,30.7,S.GIUSEPPE-S.CHIARA
2868,Aesculus hippocastanum,12.0,13.6,609.8,3.6,10.0,78.5,420.4,29.4,S.GIUSEPPE-S.CHIARA
2867,Aesculus hippocastanum,12.0,22.3,647.2,3.6,10.0,78.5,446.2,31.2,S.GIUSEPPE-S.CHIARA
2866,Aesculus hippocastanum,10.0,13.4,264.4,3.0,7.0,38.5,182.2,12.7,S.GIUSEPPE-S.CHIARA
2865,Aesculus hippocastanum,12.0,22.3,568.3,3.6,10.0,78.5,391.8,27.4,S.GIUSEPPE-S.CHIARA
2864,Aesculus hippocastanum,12.0,27.2,455.3,3.6,8.0,50.3,313.9,21.9,S.GIUSEPPE-S.CHIARA
2863,Aesculus hippocastanum,4.0,3.4,12.8,1.2,2.0,3.1,8.8,0.6,S.GIUSEPPE-S.CHIARA
2862,Aesculus hippocastanum,12.0,9.8,187.2,3.6,6.0,28.3,129.0,9.0,S.GIUSEPPE-S.CHIARA
2861,Aesculus hippocastanum,6.0,6.2,23.3,1.8,3.0,7.1,16.1,1.1,S.GIUSEPPE-S.CHIARA
2860,Aesculus hippocastanum,10.0,17.6,503.0,3.0,9.0,63.6,346.8,24.3,S.GIUSEPPE-S.CHIARA
2859,Aesculus hippocastanum,12.0,22.3,322.1,3.6,7.0,38.5,222.1,15.5,S.GIUSEPPE-S.CHIARA
2858,Aesculus hippocastanum,12.0,23.3,388.2,3.6,8.0,50.3,267.6,18.7,S.GIUSEPPE-S.CHIARA
2857,Aesculus hippocastanum,12.0,23.3,693.6,3.6,10.0,78.5,478.1,33.4,S.GIUSEPPE-S.CHIARA
2856,Aesculus hippocastanum,12.0,27.2,719.8,3.6,10.0,78.5,496.2,34.7,S.GIUSEPPE-S.CHIARA
2855,Aesculus hippocastanum,7.0,9.5,285.6,2.1,8.0,50.3,196.9,13.8,S.GIUSEPPE-S.CHIARA
2854,Aesculus hippocastanum,12.0,29.7,735.4,3.6,10.0,78.5,507.0,35.5,S.GIUSEPPE-S.CHIARA
2853,Aesculus hippocastanum,6.0,2.3,40.2,1.8,4.0,12.6,27.7,1.9,S.GIUSEPPE-S.CHIARA
2852,Aesculus hippocastanum,7.0,3.5,96.2,2.1,6.0,28.3,66.3,4.6,S.GIUSEPPE-S.CHIARA
2851,Aesculus hippocastanum,6.0,4.7,28.4,1.8,3.0,7.1,19.6,1.4,S.GIUSEPPE-S.CHIARA
2222,Aesculus hippocastanum,4.0,1.3,30.9,1.2,4.0,12.6,21.3,1.5,CENTRO STORICO PIEDICASTELLO
2221,Aesculus hippocastanum,6.0,3.0,22.4,1.8,3.0,7.1,15.4,1.1,S.GIUSEPPE-S.CHIARA
2220,Aesculus hippocastanum,12.0,17.7,305.1,3.6,7.0,38.5,210.3,14.7,S.GIUSEPPE-S.CHIARA
2219,Aesculus hippocastanum,6.0,3.0,25.3,1.8,3.0,7.1,17.5,1.2,S.GIUSEPPE-S.CHIARA
2143,Aesculus hippocastanum,10.0,11.5,348.2,3.0,8.0,50.3,240.1,16.8,S.GIUSEPPE-S.CHIARA
2144,Aesculus hippocastanum,11.0,9.7,305.4,3.3,8.0,50.3,210.5,14.7,S.GIUSEPPE-S.CHIARA
2145,Aesculus hippocastanum,6.0,4.5,76.7,1.8,5.0,19.6,52.9,3.7,S.GIUSEPPE-S.CHIARA
2146,Aesculus hippocastanum,11.0,11.2,539.3,3.3,10.0,78.5,371.8,26.0,S.GIUSEPPE-S.CHIARA
2147,Aesculus hippocastanum,7.0,9.5,947.0,2.1,16.0,201.1,652.8,45.7,OLTREFERSINA
2177,Aesculus hippocastanum,10.0,17.6,196.9,3.0,6.0,28.3,135.7,9.5,OLTREFERSINA
2203,Aesculus hippocastanum,8.0,11.4,134.1,2.4,6.0,28.3,92.5,6.5,S.GIUSEPPE-S.CHIARA
2204,Aesculus hippocastanum,6.0,6.2,83.0,1.8,5.0,19.6,57.2,4.0,CENTRO STORICO PIEDICASTELLO
2205,Aesculus hippocastanum,12.0,6.5,169.1,3.6,6.0,28.3,116.6,8.2,CENTRO STORICO PIEDICASTELLO
2206,Aesculus hippocastanum,12.0,9.8,295.0,3.6,8.0,50.3,203.4,14.2,S.GIUSEPPE-S.CHIARA
2850,Aesculus hippocastanum,9.0,17.5,187.9,2.7,6.0,28.3,129.5,9.1,S.GIUSEPPE-S.CHIARA
2207,Aesculus hippocastanum,7.0,5.6,41.0,2.1,4.0,12.6,28.3,2.0,S.GIUSEPPE-S.CHIARA
2209,Aesculus hippocastanum,12.0,9.8,176.4,3.6,6.0,28.3,121.6,8.5,S.GIUSEPPE-S.CHIARA
2210,Aesculus hippocastanum,10.0,18.5,597.5,3.0,10.0,78.5,411.9,28.8,S.GIUSEPPE-S.CHIARA
2211,Aesculus hippocastanum,8.0,13.3,129.5,2.4,6.0,28.3,89.3,6.2,S.GIUSEPPE-S.CHIARA
2212,Aesculus hippocastanum,9.0,7.9,65.0,2.7,4.0,12.6,44.8,3.1,S.GIUSEPPE-S.CHIARA
2213,Aesculus hippocastanum,4.0,1.3,9.4,1.2,2.0,3.1,6.5,0.5,S.GIUSEPPE-S.CHIARA
2214,Aesculus hippocastanum,12.0,15.6,376.0,3.6,8.0,50.3,259.2,18.1,S.GIUSEPPE-S.CHIARA
2215,Aesculus hippocastanum,8.0,11.4,66.8,2.4,4.0,12.6,46.1,3.2,S.GIUSEPPE-S.CHIARA
2216,Aesculus hippocastanum,12.0,9.8,187.2,3.6,6.0,28.3,129.0,9.0,S.GIUSEPPE-S.CHIARA
2217,Aesculus hippocastanum,12.0,13.6,179.3,3.6,6.0,28.3,123.6,8.6,S.GIUSEPPE-S.CHIARA
2218,Aesculus hippocastanum,10.0,17.6,296.8,3.0,8.0,50.3,204.6,14.3,S.GIUSEPPE-S.CHIARA
2208,Aesculus hippocastanum,9.0,10.3,197.8,2.7,7.0,38.5,136.3,9.5,S.GIUSEPPE-S.CHIARA
2849,Aesculus hippocastanum,6.0,4.7,120.0,1.8,6.0,28.3,82.7,5.8,S.GIUSEPPE-S.CHIARA
2848,Aesculus hippocastanum,9.0,4.9,122.1,2.7,6.0,28.3,84.2,5.9,S.GIUSEPPE-S.CHIARA
2847,Aesculus hippocastanum,12.0,20.0,374.5,3.6,8.0,50.3,258.1,18.1,S.GIUSEPPE-S.CHIARA
2820,Aesculus hippocastanum,8.0,5.7,105.6,2.4,6.0,28.3,72.8,5.1,S.GIUSEPPE-S.CHIARA
2819,Aesculus hippocastanum,12.0,6.5,169.1,3.6,6.0,28.3,116.6,8.2,S.GIUSEPPE-S.CHIARA
2818,Aesculus hippocastanum,8.0,3.5,114.7,2.4,6.0,28.3,79.1,5.5,S.GIUSEPPE-S.CHIARA
2817,Aesculus hippocastanum,12.0,17.7,411.3,3.6,8.0,50.3,283.5,19.8,S.GIUSEPPE-S.CHIARA
2816,Aesculus hippocastanum,12.0,9.8,144.2,3.6,6.0,28.3,99.4,7.0,S.GIUSEPPE-S.CHIARA
2815,Aesculus hippocastanum,7.0,6.2,54.5,2.1,4.0,12.6,37.6,2.6,S.GIUSEPPE-S.CHIARA
2814,Aesculus hippocastanum,8.0,4.0,195.2,2.4,8.0,50.3,134.6,9.4,S.GIUSEPPE-S.CHIARA
2813,Aesculus hippocastanum,12.0,9.8,154.9,3.6,6.0,28.3,106.8,7.5,S.GIUSEPPE-S.CHIARA
2812,Aesculus hippocastanum,12.0,13.6,297.0,3.6,8.0,50.3,204.7,14.3,S.GIUSEPPE-S.CHIARA
2811,Aesculus hippocastanum,6.0,2.5,22.9,1.8,3.0,7.1,15.8,1.1,S.GIUSEPPE-S.CHIARA
2821,Aesculus hippocastanum,9.0,8.9,317.6,2.7,8.0,50.3,218.9,15.3,S.GIUSEPPE-S.CHIARA
2780,Aesculus hippocastanum,8.0,5.7,137.1,2.4,6.0,28.3,94.5,6.6,CENTRO STORICO PIEDICASTELLO
2568,Aesculus hippocastanum,8.0,2.6,36.1,2.4,3.5,9.6,24.9,1.7,OLTREFERSINA
2567,Aesculus hippocastanum,7.5,3.0,36.1,2.3,4.0,12.6,24.9,1.7,OLTREFERSINA
2542,Aesculus hippocastanum,3.0,0.9,19.8,0.9,3.0,7.1,13.6,1.0,CENTRO STORICO PIEDICASTELLO
2496,Aesculus hippocastanum,8.0,6.3,282.8,2.4,8.0,50.3,195.0,13.6,CENTRO STORICO PIEDICASTELLO
2495,Aesculus hippocastanum,8.0,7.9,148.3,2.4,6.0,28.3,102.2,7.2,S.GIUSEPPE-S.CHIARA
2494,Aesculus hippocastanum,6.0,2.3,23.7,1.8,3.0,7.1,16.4,1.1,S.GIUSEPPE-S.CHIARA
2493,Aesculus hippocastanum,14.0,17.9,429.0,4.2,9.0,63.6,295.7,20.7,S.GIUSEPPE-S.CHIARA
2492,Aesculus hippocastanum,8.0,4.8,41.8,2.4,4.0,12.6,28.8,2.0,S.GIUSEPPE-S.CHIARA
2491,Aesculus hippocastanum,7.0,7.8,92.4,2.1,5.0,19.6,63.7,4.5,S.GIUSEPPE-S.CHIARA
2488,Aesculus hippocastanum,6.0,2.3,21.0,1.8,3.0,7.1,14.5,1.0,S.GIUSEPPE-S.CHIARA
2569,Aesculus hippocastanum,12.0,4.2,43.2,3.6,3.5,9.6,29.8,2.1,OLTREFERSINA
2142,Aesculus hippocastanum,11.0,8.0,291.3,3.3,8.0,50.3,200.8,14.0,S.GIUSEPPE-S.CHIARA
2822,Aesculus hippocastanum,8.0,7.9,54.1,2.4,4.0,12.6,37.3,2.6,S.GIUSEPPE-S.CHIARA
2824,Aesculus hippocastanum,8.0,7.9,148.3,2.4,6.0,28.3,102.2,7.2,S.GIUSEPPE-S.CHIARA
2846,Aesculus hippocastanum,7.0,3.5,96.2,2.1,6.0,28.3,66.3,4.6,S.GIUSEPPE-S.CHIARA
2845,Aesculus hippocastanum,12.0,17.7,216.0,3.6,6.0,28.3,148.9,10.4,S.GIUSEPPE-S.CHIARA
2844,Aesculus hippocastanum,12.0,6.5,238.9,3.6,7.0,38.5,164.7,11.5,S.GIUSEPPE-S.CHIARA
2843,Aesculus hippocastanum,5.0,2.9,33.4,1.5,4.0,12.6,23.0,1.6,S.GIUSEPPE-S.CHIARA
2842,Aesculus hippocastanum,7.0,6.2,118.7,2.1,6.0,28.3,81.8,5.7,S.GIUSEPPE-S.CHIARA
2841,Aesculus hippocastanum,12.0,22.3,434.3,3.6,8.0,50.3,299.4,20.9,S.GIUSEPPE-S.CHIARA
2840,Aesculus hippocastanum,12.0,3.2,108.7,3.6,6.0,28.3,75.0,5.2,S.GIUSEPPE-S.CHIARA
2839,Aesculus hippocastanum,12.0,13.6,236.7,3.6,7.0,38.5,163.2,11.4,S.GIUSEPPE-S.CHIARA
2838,Aesculus hippocastanum,12.0,20.0,222.2,3.6,6.0,28.3,153.2,10.7,S.GIUSEPPE-S.CHIARA
2837,Aesculus hippocastanum,7.0,6.2,134.1,2.1,6.0,28.3,92.4,6.5,S.GIUSEPPE-S.CHIARA
2823,Aesculus hippocastanum,8.0,9.6,119.7,2.4,6.0,28.3,82.5,5.8,S.GIUSEPPE-S.CHIARA
2836,Aesculus hippocastanum,8.0,7.9,131.3,2.4,6.0,28.3,90.5,6.3,S.GIUSEPPE-S.CHIARA
2834,Aesculus hippocastanum,12.0,20.0,450.6,3.6,9.0,63.6,310.7,21.7,S.GIUSEPPE-S.CHIARA
2833,Aesculus hippocastanum,9.0,7.9,137.5,2.7,6.0,28.3,94.8,6.6,S.GIUSEPPE-S.CHIARA
2832,Aesculus hippocastanum,6.0,6.2,51.3,1.8,4.0,12.6,35.4,2.5,S.GIUSEPPE-S.CHIARA
2831,Aesculus hippocastanum,12.0,20.0,423.1,3.6,8.0,50.3,291.7,20.4,S.GIUSEPPE-S.CHIARA
2830,Aesculus hippocastanum,10.0,6.4,154.1,3.0,6.0,28.3,106.2,7.4,S.GIUSEPPE-S.CHIARA
2829,Aesculus hippocastanum,8.0,13.3,168.2,2.4,6.0,28.3,116.0,8.1,S.GIUSEPPE-S.CHIARA
2828,Aesculus hippocastanum,5.0,2.9,19.6,1.5,3.0,7.1,13.5,0.9,S.GIUSEPPE-S.CHIARA
2827,Aesculus hippocastanum,9.0,11.4,337.1,2.7,8.0,50.3,232.4,16.3,S.GIUSEPPE-S.CHIARA
2826,Aesculus hippocastanum,6.0,4.7,120.0,1.8,6.0,28.3,82.7,5.8,S.GIUSEPPE-S.CHIARA
2825,Aesculus hippocastanum,6.0,8.1,128.7,1.8,6.0,28.3,88.7,6.2,S.GIUSEPPE-S.CHIARA
2835,Aesculus hippocastanum,7.0,6.8,105.6,2.1,6.0,28.3,72.8,5.1,S.GIUSEPPE-S.CHIARA
2131,Aesculus hippocastanum,8.4,9.4,155.2,2.5,6.4,32.7,107.0,7.5,OLTREFERSINA
2129,Aesculus hippocastanum,8.4,9.4,155.2,2.5,6.4,32.7,107.0,7.5,CENTRO STORICO PIEDICASTELLO
2128,Aesculus hippocastanum,8.4,9.4,155.2,2.5,6.4,32.7,107.0,7.5,CENTRO STORICO PIEDICASTELLO
1776,Aesculus hippocastanum,5.0,2.3,12.4,1.5,2.0,3.1,8.6,0.6,CENTRO STORICO PIEDICASTELLO
5289,Aesculus hippocastanum,7.0,3.0,189.2,2.1,8.0,50.3,130.4,9.1,CENTRO STORICO PIEDICASTELLO
5288,Aesculus hippocastanum,6.0,3.0,183.1,1.8,8.0,50.3,126.3,8.8,CENTRO STORICO PIEDICASTELLO
5287,Aesculus hippocastanum,6.0,3.0,82.3,1.8,6.0,28.3,56.7,4.0,CENTRO STORICO PIEDICASTELLO
1827,Aesculus hippocastanum,12.0,13.6,539.7,3.6,10.0,78.5,372.0,26.0,CENTRO STORICO PIEDICASTELLO
5116,Aesculus hippocastanum,5.0,1.7,18.2,1.5,3.0,7.1,12.5,0.9,CENTRO STORICO PIEDICASTELLO
5115,Aesculus hippocastanum,12.0,17.7,438.1,3.6,9.0,63.6,302.0,21.1,CENTRO STORICO PIEDICASTELLO
5114,Aesculus hippocastanum,13.0,7.1,80.1,3.9,4.0,12.6,55.2,3.9,CENTRO STORICO PIEDICASTELLO
5113,Aesculus hippocastanum,10.0,14.2,595.8,3.0,10.0,78.5,410.7,28.7,CENTRO STORICO PIEDICASTELLO
5112,Aesculus hippocastanum,5.0,1.1,28.0,1.5,4.0,12.6,19.3,1.3,CENTRO STORICO PIEDICASTELLO
1775,Aesculus hippocastanum,12.0,2.5,132.4,3.6,6.0,28.3,91.3,6.4,S.GIUSEPPE-S.CHIARA
5111,Aesculus hippocastanum,5.0,2.3,19.6,1.5,3.0,7.1,13.5,0.9,CENTRO STORICO PIEDICASTELLO
5109,Aesculus hippocastanum,13.0,23.3,914.6,3.9,12.0,113.1,630.5,44.1,CENTRO STORICO PIEDICASTELLO
5108,Aesculus hippocastanum,12.0,16.0,598.2,3.6,10.0,78.5,412.4,28.8,CENTRO STORICO PIEDICASTELLO
5107,Aesculus hippocastanum,5.0,1.7,31.0,1.5,4.0,12.6,21.3,1.5,CENTRO STORICO PIEDICASTELLO
5106,Aesculus hippocastanum,13.0,12.1,297.9,3.9,8.0,50.3,205.4,14.4,CENTRO STORICO PIEDICASTELLO
5105,Aesculus hippocastanum,13.0,11.3,202.8,3.9,6.0,28.3,139.8,9.8,CENTRO STORICO PIEDICASTELLO
1869,Aesculus hippocastanum,20.0,6.8,134.9,6.0,5.0,19.6,93.0,6.5,OLTREFERSINA
1872,Aesculus hippocastanum,8.0,6.3,57.9,2.4,4.0,12.6,39.9,2.8,S.GIUSEPPE-S.CHIARA
1873,Aesculus hippocastanum,6.0,4.7,48.1,1.8,4.0,12.6,33.2,2.3,S.GIUSEPPE-S.CHIARA
1874,Aesculus hippocastanum,12.0,18.6,657.9,3.6,10.0,78.5,453.5,31.7,S.GIUSEPPE-S.CHIARA
1875,Aesculus hippocastanum,12.0,17.7,316.8,3.6,8.0,50.3,218.4,15.3,S.GIUSEPPE-S.CHIARA
5110,Aesculus hippocastanum,13.0,12.8,293.3,3.9,7.0,38.5,202.2,14.1,CENTRO STORICO PIEDICASTELLO
1876,Aesculus hippocastanum,7.0,3.0,37.7,2.1,4.0,12.6,26.0,1.8,S.GIUSEPPE-S.CHIARA
1774,Aesculus hippocastanum,14.0,20.1,654.3,4.2,10.0,78.5,451.0,31.5,S.GIUSEPPE-S.CHIARA
1772,Aesculus hippocastanum,6.0,3.0,42.9,1.8,4.0,12.6,29.5,2.1,S.GIUSEPPE-S.CHIARA
5621,Aesculus hippocastanum,10.0,17.6,385.5,3.0,8.0,50.3,265.7,18.6,S.GIUSEPPE-S.CHIARA
5620,Aesculus hippocastanum,12.0,9.8,315.5,3.6,8.0,50.3,217.5,15.2,S.GIUSEPPE-S.CHIARA
5619,Aesculus hippocastanum,10.0,17.6,319.0,3.0,8.0,50.3,219.9,15.4,S.GIUSEPPE-S.CHIARA
5618,Aesculus hippocastanum,14.0,17.9,338.0,4.2,8.0,50.3,233.0,16.3,S.GIUSEPPE-S.CHIARA
5617,Aesculus hippocastanum,7.0,3.0,27.1,2.1,3.0,7.1,18.7,1.3,S.GIUSEPPE-S.CHIARA
5615,Aesculus hippocastanum,12.0,17.7,340.4,3.6,8.0,50.3,234.7,16.4,S.GIUSEPPE-S.CHIARA
5613,Aesculus hippocastanum,6.0,6.2,51.3,1.8,4.0,12.6,35.4,2.5,S.GIUSEPPE-S.CHIARA
5611,Aesculus hippocastanum,7.0,9.5,46.5,2.1,4.0,12.6,32.0,2.2,S.GIUSEPPE-S.CHIARA
5607,Aesculus hippocastanum,12.0,9.8,356.5,3.6,8.0,50.3,245.7,17.2,S.GIUSEPPE-S.CHIARA
5605,Aesculus hippocastanum,8.0,7.9,61.2,2.4,4.0,12.6,42.2,2.9,S.GIUSEPPE-S.CHIARA
1773,Aesculus hippocastanum,6.0,3.4,44.5,1.8,4.0,12.6,30.7,2.1,S.GIUSEPPE-S.CHIARA
5603,Aesculus hippocastanum,6.0,4.7,48.1,1.8,4.0,12.6,33.2,2.3,S.GIUSEPPE-S.CHIARA
5598,Aesculus hippocastanum,8.0,6.3,116.2,2.4,6.0,28.3,80.1,5.6,S.GIUSEPPE-S.CHIARA
5596,Aesculus hippocastanum,11.0,11.6,154.2,3.3,6.0,28.3,106.3,7.4,S.GIUSEPPE-S.CHIARA
5594,Aesculus hippocastanum,12.0,13.6,202.5,3.6,6.0,28.3,139.6,9.8,S.GIUSEPPE-S.CHIARA
5591,Aesculus hippocastanum,12.0,27.2,455.3,3.6,8.0,50.3,313.9,21.9,S.GIUSEPPE-S.CHIARA
5589,Aesculus hippocastanum,7.0,13.2,142.1,2.1,6.0,28.3,98.0,6.9,S.GIUSEPPE-S.CHIARA
5588,Aesculus hippocastanum,7.0,7.8,44.3,2.1,4.0,12.6,30.6,2.1,S.GIUSEPPE-S.CHIARA
5586,Aesculus hippocastanum,8.0,13.3,202.2,2.4,7.0,38.5,139.4,9.7,S.GIUSEPPE-S.CHIARA
5585,Aesculus hippocastanum,9.0,11.4,244.9,2.7,7.0,38.5,168.8,11.8,S.GIUSEPPE-S.CHIARA
5570,Aesculus hippocastanum,10.0,11.5,118.5,3.0,5.0,19.6,81.7,5.7,CENTRO STORICO PIEDICASTELLO
5290,Aesculus hippocastanum,6.0,6.2,156.0,1.8,7.0,38.5,107.6,7.5,S.GIUSEPPE-S.CHIARA
5601,Aesculus hippocastanum,12.0,15.6,485.7,3.6,10.0,78.5,334.8,23.4,S.GIUSEPPE-S.CHIARA
5623,Aesculus hippocastanum,12.0,17.7,364.0,3.6,8.0,50.3,251.0,17.6,S.GIUSEPPE-S.CHIARA
1877,Aesculus hippocastanum,8.0,5.7,121.3,2.4,6.0,28.3,83.6,5.8,S.GIUSEPPE-S.CHIARA
1879,Aesculus hippocastanum,8.0,9.6,155.5,2.4,6.0,28.3,107.2,7.5,S.GIUSEPPE-S.CHIARA
3074,Aesculus hippocastanum,9.5,4.6,188.5,2.8,7.0,38.5,130.0,9.1,OLTREFERSINA
3073,Aesculus hippocastanum,10.0,5.2,146.5,3.0,6.0,28.3,101.0,7.1,OLTREFERSINA
3072,Aesculus hippocastanum,9.0,6.0,96.2,2.7,5.0,19.6,66.3,4.6,OLTREFERSINA
3071,Aesculus hippocastanum,10.0,4.9,195.1,3.0,7.0,38.5,134.5,9.4,OLTREFERSINA
3070,Aesculus hippocastanum,9.5,5.2,193.9,2.8,7.0,38.5,133.7,9.4,OLTREFERSINA
3069,Aesculus hippocastanum,12.0,13.6,382.3,3.6,9.0,63.6,263.5,18.4,OLTREFERSINA
3068,Aesculus hippocastanum,9.0,6.9,150.5,2.7,6.0,28.3,103.8,7.3,S.GIUSEPPE-S.CHIARA
2026,Aesculus hippocastanum,22.0,25.5,1741.2,6.6,20.0,314.2,1200.3,83.9,OLTREFERSINA
3067,Aesculus hippocastanum,8.4,9.4,187.5,2.5,6.4,32.7,129.2,9.0,S.GIUSEPPE-S.CHIARA
3066,Aesculus hippocastanum,8.4,9.4,144.4,2.5,6.4,32.7,99.5,7.0,CENTRO STORICO PIEDICASTELLO
4672,Aesculus hippocastanum,8.4,1.4,91.6,2.5,6.0,28.3,63.1,4.4,OLTREFERSINA
3065,Aesculus hippocastanum,8.4,9.4,187.5,2.5,6.4,32.7,129.2,9.0,CENTRO STORICO PIEDICASTELLO
3063,Aesculus hippocastanum,8.4,9.4,155.2,2.5,6.4,32.7,107.0,7.5,CENTRO STORICO PIEDICASTELLO
3062,Aesculus hippocastanum,8.4,9.4,144.4,2.5,6.4,32.7,99.5,7.0,CENTRO STORICO PIEDICASTELLO
3061,Aesculus hippocastanum,8.4,9.4,144.4,2.5,6.4,32.7,99.5,7.0,CENTRO STORICO PIEDICASTELLO
3060,Aesculus hippocastanum,8.4,9.4,187.5,2.5,6.4,32.7,129.2,9.0,CENTRO STORICO PIEDICASTELLO
3059,Aesculus hippocastanum,8.4,9.4,155.2,2.5,6.4,32.7,107.0,7.5,CENTRO STORICO PIEDICASTELLO
2092,Aesculus hippocastanum,10.0,4.1,270.5,3.0,8.0,50.3,186.5,13.0,OLTREFERSINA
2114,Aesculus hippocastanum,10.0,13.4,587.6,3.0,10.0,78.5,405.1,28.3,S.GIUSEPPE-S.CHIARA
2115,Aesculus hippocastanum,10.0,13.4,452.5,3.0,10.0,78.5,312.0,21.8,OLTREFERSINA
2124,Aesculus hippocastanum,10.0,17.6,385.5,3.0,8.0,50.3,265.7,18.6,S.GIUSEPPE-S.CHIARA
2125,Aesculus hippocastanum,6.0,3.0,23.9,1.8,3.0,7.1,16.4,1.2,CENTRO STORICO PIEDICASTELLO
3064,Aesculus hippocastanum,8.4,9.4,187.5,2.5,6.4,32.7,129.2,9.0,CENTRO STORICO PIEDICASTELLO
1878,Aesculus hippocastanum,10.0,9.0,167.5,3.0,6.0,28.3,115.5,8.1,S.GIUSEPPE-S.CHIARA
4673,Aesculus hippocastanum,8.4,3.5,109.8,2.5,6.0,28.3,75.7,5.3,OLTREFERSINA
4675,Aesculus hippocastanum,8.4,7.9,151.2,2.5,6.0,28.3,104.2,7.3,OLTREFERSINA
1880,Aesculus hippocastanum,9.0,11.4,169.8,2.7,6.0,28.3,117.0,8.2,S.GIUSEPPE-S.CHIARA
1881,Aesculus hippocastanum,12.0,22.3,334.5,3.6,8.0,50.3,230.6,16.1,S.GIUSEPPE-S.CHIARA
1882,Aesculus hippocastanum,12.0,17.7,411.3,3.6,8.0,50.3,283.5,19.8,S.GIUSEPPE-S.CHIARA
1883,Aesculus hippocastanum,9.0,13.4,309.7,2.7,8.0,50.3,213.5,14.9,S.GIUSEPPE-S.CHIARA
1884,Aesculus hippocastanum,14.0,27.4,485.8,4.2,8.0,50.3,334.9,23.4,S.GIUSEPPE-S.CHIARA
1885,Aesculus hippocastanum,6.0,6.2,120.7,1.8,6.0,28.3,83.2,5.8,S.GIUSEPPE-S.CHIARA
1886,Aesculus hippocastanum,12.0,9.8,119.2,3.6,5.0,19.6,82.2,5.7,S.GIUSEPPE-S.CHIARA
1887,Aesculus hippocastanum,8.0,13.3,244.3,2.4,7.0,38.5,168.4,11.8,S.GIUSEPPE-S.CHIARA
1888,Aesculus hippocastanum,7.0,7.8,54.3,2.1,4.0,12.6,37.4,2.6,S.GIUSEPPE-S.CHIARA
1889,Aesculus hippocastanum,8.0,9.6,60.4,2.4,4.0,12.6,41.7,2.9,S.GIUSEPPE-S.CHIARA
4674,Aesculus hippocastanum,8.4,3.5,124.1,2.5,6.0,28.3,85.5,6.0,OLTREFERSINA
1890,Aesculus hippocastanum,8.0,4.8,16.5,2.4,2.0,3.1,11.3,0.8,S.GIUSEPPE-S.CHIARA
1892,Aesculus hippocastanum,6.0,5.6,50.1,1.8,4.0,12.6,34.5,2.4,S.GIUSEPPE-S.CHIARA
1893,Aesculus hippocastanum,5.0,4.7,23.5,1.5,3.0,7.1,16.2,1.1,CENTRO STORICO PIEDICASTELLO
5104,Aesculus hippocastanum,13.0,28.3,536.6,3.9,9.0,63.6,369.9,25.9,CENTRO STORICO PIEDICASTELLO
5103,Aesculus hippocastanum,12.0,25.2,928.0,3.6,12.0,113.1,639.7,44.7,CENTRO STORICO PIEDICASTELLO
5102,Aesculus hippocastanum,6.0,3.4,110.9,1.8,6.0,28.3,76.5,5.3,CENTRO STORICO PIEDICASTELLO
5101,Aesculus hippocastanum,12.0,13.6,385.7,3.6,8.0,50.3,265.9,18.6,CENTRO STORICO PIEDICASTELLO
5036,Aesculus hippocastanum,12.0,17.0,1018.0,3.6,15.0,176.7,701.8,49.1,CENTRO STORICO PIEDICASTELLO
4678,Aesculus hippocastanum,8.4,7.9,151.2,2.5,6.0,28.3,104.2,7.3,S.GIUSEPPE-S.CHIARA
4677,Aesculus hippocastanum,8.4,7.9,116.4,2.5,6.0,28.3,80.3,5.6,OLTREFERSINA
4676,Aesculus hippocastanum,8.4,7.9,133.8,2.5,6.0,28.3,92.2,6.5,OLTREFERSINA
1891,Aesculus hippocastanum,8.0,17.5,319.7,2.4,8.0,50.3,220.4,15.4,S.GIUSEPPE-S.CHIARA
6676,Aesculus hippocastanum,14.0,14.5,393.3,4.2,8.0,50.3,271.1,19.0,S.GIUSEPPE-S.CHIARA
2490,Aesculus hippocastanum,6.0,6.2,128.0,1.8,6.0,28.3,88.2,6.2,S.GIUSEPPE-S.CHIARA
6679,Aesculus hippocastanum,13.0,11.7,115.1,3.9,5.0,19.6,79.4,5.6,S.GIUSEPPE-S.CHIARA
8525,Aesculus hippocastanum,3.5,0.9,6.5,1.0,1.5,1.8,4.5,0.3,S.GIUSEPPE-S.CHIARA
8526,Aesculus hippocastanum,3.5,0.9,5.0,1.0,1.5,1.8,3.5,0.2,S.GIUSEPPE-S.CHIARA
8527,Aesculus hippocastanum,3.5,0.9,6.1,1.0,1.5,1.8,4.2,0.3,S.GIUSEPPE-S.CHIARA
8528,Aesculus hippocastanum,3.5,0.9,6.5,1.0,1.5,1.8,4.5,0.3,S.GIUSEPPE-S.CHIARA
8529,Aesculus hippocastanum,9.0,7.9,358.8,2.7,9.0,63.6,247.4,17.3,S.GIUSEPPE-S.CHIARA
8530,Aesculus hippocastanum,10.0,9.0,533.4,3.0,10.0,78.5,367.7,25.7,S.GIUSEPPE-S.CHIARA
8531,Aesculus hippocastanum,10.0,15.5,773.2,3.0,12.0,113.1,533.0,37.3,OLTREFERSINA
8612,Aesculus hippocastanum,9.0,17.5,579.8,2.7,10.0,78.5,399.7,28.0,CENTRO STORICO PIEDICASTELLO
